Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
41870,-20.9069081,9.843153223,-19.94772605,6.155788648,-15.14201316,-2.239565648,-21.23446315,1.151795066,-8.739670371,-18.27116817,4.677349297,-9.583566437,1.035165824,-8.199690029,-0.326518882,-8.376438821,-18.48546032,-7.589973959,1.126640365,0.396654845,-1.977196194,0.652931885,-0.519776859,0.54170173,-0.053860761,0.112670774,-3.765371009,-1.071238312,1,1
115804,1.89170256,-0.068152677,-2.949760039,0.336661348,1.156794529,-0.668674875,0.791978237,-0.300641094,0.124238772,-0.383779022,0.586454043,0.418714679,-0.486331724,-0.35238874,-0.648503878,-0.06102701,0.362862615,0.762030698,0.484225965,0.031916984,0.132584,0.295881087,-0.246414383,0.032820793,0.584513685,-0.092902053,-0.070294859,-0.038218058,114.7,0
149582,-4.280583832,1.421100007,-3.908228843,2.94294608,-0.076205336,-2.002526,-2.874154733,-0.856005441,0.96367423,-3.235438957,3.341801927,-7.562860429,-1.847443427,-11.57142343,-1.481555842,-6.180918699,-9.285185983,-3.921722141,0.68551086,-0.19896278,-0.140061995,-0.90772022,-0.680107949,-0.349169893,0.056275892,-1.149922669,-1.80988612,0.723051433,1.1,1
131227,-0.610917534,0.078284055,0.319520078,0.156336563,-0.721360597,-0.062441697,1.946638601,-0.51958079,0.234094241,-0.941710452,-0.545344446,-0.332941701,0.171710262,-1.603809471,0.484983244,0.617412555,0.287587864,0.354403448,0.037887549,0.103835866,-0.231548016,-0.404639443,0.507941621,-0.142031243,-1.255274965,-0.152942747,0.051928371,0.010897865,346.97,0
65093,1.20015786,-0.612444429,-0.018892584,-0.650111938,-0.637799056,-0.789075971,-0.061834282,-0.243575702,-1.159993763,0.530614755,0.161536695,-0.173613037,0.582081875,0.021273912,0.726232553,0.631566542,0.620344745,-2.404602203,0.404023452,0.259416485,-0.112505671,-0.625518711,0.068191821,0.072972674,0.254747948,-0.512309374,-0.015057954,0.028808292,108.99,0
58642,-0.45138257,2.2251465,-4.953050453,4.342228248,-3.65619019,-0.020121466,-5.407553618,-0.748436141,-1.362197751,-4.170622887,3.762306382,-4.226224695,-2.04669403,-4.710497936,0.21757236,-4.739083784,-6.131886752,-2.425870639,2.31416487,0.724381268,-0.575924092,0.495889441,1.154127939,-0.016185786,-2.079928263,-0.554376906,0.455179271,0.001320656,113.92,1
13323,-5.454361779,8.287420555,-12.75281127,8.594341893,-3.106002281,-3.179948757,-9.252793938,4.24506221,-6.329800846,-13.13669837,11.22847028,-17.13130095,-0.169401057,-18.04999769,-1.366235661,-9.723565309,-14.74490246,-5.247301106,-0.574675144,1.305861915,1.846164793,-0.267171794,-0.31080397,-1.201685458,1.352176095,0.608424596,1.574714784,0.808725205,1,1
171194,1.858876715,-0.025264692,-2.562041643,0.540874636,1.189093196,0.64374251,-0.148497888,0.327595926,0.650679569,-1.001557983,1.291192604,0.068455734,-1.308155703,-2.18665787,-0.168461251,-0.104708898,2.443909298,0.109264632,-0.812480169,-0.236949009,0.073737865,0.523597085,-0.057524372,-1.796538979,0.002324195,0.839735499,-0.002108914,-0.037873662,29.56,0
17520,-5.268053221,9.067613427,-15.96072813,10.29660279,-4.708241091,-3.395374852,-11.161057,5.499962634,-5.667375546,-11.62719356,11.02705909,-16.38805417,0.363921487,-17.23020216,-0.437487559,-10.12239192,-13.63920899,-4.986457258,1.126784378,1.455878195,2.004109945,0.191058399,0.62292767,-1.209263557,-0.374798863,0.648798037,1.584697347,0.72005587,1,1
91524,1.954851738,1.630056303,-4.337199681,2.378367292,2.113347861,-1.583850667,0.653745453,-0.192892012,1.217608255,-2.829098205,3.504567793,-3.91819988,-1.01579193,-4.704508705,-0.968553076,1.854771917,6.024396767,3.531250335,-1.196284776,-0.230640095,-0.474437305,-0.974624666,-0.048154504,-0.023524268,0.362192024,-0.570709267,0.02561872,0.081880389,1,1
142394,-3.367769574,0.099249443,-6.148487449,3.401955368,0.458306649,-1.571629715,-1.358707981,0.672409369,-3.188001162,-4.93742666,3.723932534,-4.603176149,1.019179552,-6.6190902,-0.590223956,-4.472547557,-7.165044387,-1.581128191,1.930379709,0.264698704,0.861308008,1.249301388,1.850627159,-0.1174712,1.219815396,0.000250619,1.036011383,0.004366755,320.01,1
129308,0.054682152,1.856499604,-4.075450735,4.10009797,-0.800931346,-0.292501825,-2.317431394,1.189746995,-0.786237924,-3.906745733,2.993488834,-3.61312503,-1.727297129,-7.36463882,-0.343295935,-2.577634726,-0.515302055,1.109107108,2.351151382,0.509558727,0.618247762,0.800932138,0.130016475,0.288945953,-0.366658023,0.030306656,0.431182443,0.110698252,80.9,1
74417,-0.52033607,0.432453946,2.463889965,1.771779769,-0.394851084,0.614163865,-0.018852418,0.337869068,0.500711299,-0.597611745,-0.890454928,0.801665671,-0.174464496,-0.763723115,-1.436838302,-1.740047411,1.253869325,-1.165821953,1.173576873,0.03173666,-0.259819058,-0.306305175,0.081815861,0.417240446,-0.4177518,-0.459140884,0.230647167,0.162330205,20.98,0
126879,-0.505039208,1.11618745,-1.409130993,0.696640915,1.38353713,0.037446007,0.768624128,0.106851349,-0.169688089,0.88267329,-0.620006746,0.149523187,-0.351255043,0.563067823,-0.816623617,-0.478584506,-0.540543362,0.528961409,1.390743144,0.006851831,-0.020281542,0.322682198,-0.356259679,-1.443615767,0.391314398,-0.340454691,-0.158592588,-0.266408793,6.49,0
153875,-0.613695895,3.698772414,-5.534941162,5.620486385,1.64926285,-2.335144981,-0.907188473,0.706362095,-3.747646125,-4.230983836,4.436319074,-4.503801216,-0.954361346,-9.861372108,-0.505329037,0.269281953,0.591319064,1.79599192,-1.08520791,0.354772933,0.319260754,-0.471378905,-0.075890411,-0.667909265,-0.642848416,0.070600107,0.488409528,0.292344974,0,1
65936,-3.593476003,0.781442263,-1.822447514,0.605760683,-1.194655867,-0.517194857,-1.722523123,0.128889524,0.014963308,-2.85611683,1.61826162,-3.581374501,0.62370692,-6.16045662,0.494733399,-2.54310504,-5.301273391,-2.192712706,-0.094723793,-0.478219313,0.351792126,0.39124895,-0.252874891,-0.49804248,0.010172193,0.909928722,-1.478767246,0.722673039,101.5,1
25174,-0.698332249,0.310164619,1.28661245,-1.788249766,0.314377546,-0.13517582,0.05122892,-0.229852923,0.113523109,-0.181241579,-0.956204732,-3.002823075,2.972757904,0.944425046,-0.358489671,-0.699807171,-0.184851167,1.878892242,-1.119433678,-0.478619544,-0.349487523,-0.359204869,-0.389703124,-1.00157686,0.083555195,1.035035791,-0.285445519,0.119338537,6.49,0
64324,1.08912688,-0.566166258,1.084087401,0.219099475,-1.319701611,-0.443614259,-0.625577993,0.044828065,1.133871928,-0.410022402,-0.705384257,0.283713072,-0.245278669,-0.369527009,0.340594082,0.187298253,-0.055811641,-0.335190453,0.215026812,0.05053863,-0.082112375,-0.20962493,0.005613833,0.463104502,0.077567215,0.984211042,-0.048786512,0.027249731,74.95,0
43253,1.486944652,-1.225914179,0.775393073,-1.29327012,-2.01276044,-0.846672309,-1.372024272,-0.036651958,-1.315687682,1.47908309,-0.830938212,-1.893004431,-1.266032795,-0.127870692,1.044331736,-0.062090948,0.479777955,0.53555243,-0.430957213,-0.427204977,-0.07864931,0.085974045,0.01747657,0.339724314,0.275876005,-0.098107476,0.038738555,0.024319637,17.6,0
146026,1.89403629,1.905806043,-3.515730077,4.508913151,2.044466245,-1.420467618,1.057480446,-0.281157348,-1.832603814,-0.628463195,2.220794914,-0.741087888,-0.763719378,-4.942612416,-1.37829062,2.244215779,3.702065291,2.256811532,-1.950060332,-0.160163479,-0.144713036,-0.310108279,-0.101530027,-0.414960172,0.37659685,0.150777699,-0.013711578,0.048083659,2.22,1
160537,0.567539267,3.309385277,-6.631268489,6.394573696,-0.054172326,-2.396535281,-2.792488873,0.514811021,-3.541780257,-5.334753871,3.618737213,-7.101488298,-0.442125292,-11.08161684,-0.813721639,-3.302898611,-5.848902611,-1.850635464,-1.018638595,0.555411781,0.614220932,-0.365047253,-0.180408542,-0.523271429,0.645054313,0.246465838,0.902675055,0.4735715,4.69,1
12393,-4.064004738,3.100934891,-1.188498004,3.26463274,-1.903562358,0.320350587,-0.954940039,-3.27753492,2.820828662,1.01511288,3.187186897,-7.004327284,0.872710605,-6.220605353,-0.90444463,-3.075091885,-5.044735692,-1.718082685,-0.662462068,-0.531897693,1.688665431,-0.078844698,0.193730927,0.479495954,-0.506603057,-0.409862744,-3.036271329,-0.630605199,179.66,1
40742,-2.377532802,0.520539362,-8.094139455,8.005351473,2.640750214,-3.381586453,-1.934372441,0.562322112,-3.104027186,-3.051210355,5.735762659,-4.747692501,-0.784223284,-10.7163393,0.656516978,-1.142467272,0.918590809,1.126335223,0.092973478,-0.634747081,0.148284202,0.721099541,2.661290698,-0.508619934,-0.401656629,0.587611216,0.500326371,0.551759688,1,1
163350,-0.782545864,-0.30460004,-0.015885556,-4.401290329,0.384137298,-0.657108177,1.391205383,-0.257343179,-0.640453124,-1.492544867,0.430611063,0.745612748,0.36118977,0.458160555,-0.269644656,-2.365544635,-0.446017622,1.944481708,0.223123387,-0.178875816,-0.141749013,-0.11562832,-0.330526865,0.270954574,1.349462242,-0.691554252,-0.00906186,0.041394414,132.74,0
26961,-23.23792024,13.48738579,-25.18877297,6.261732551,-17.34518817,-4.534989152,-17.10049248,15.37463003,-3.845566772,-8.511766697,5.138547322,-7.220019864,0.615793286,-7.3272216,-0.038632069,-6.331515094,-12.68885763,-4.847381607,1.020535879,1.630787483,1.769708129,-1.691973305,-1.045672923,0.1433865,1.611577072,-0.221575645,1.481232606,0.438124805,99.99,1
149640,0.754315926,2.379821852,-5.137274493,3.818391722,0.043202652,-1.285451374,-1.766683621,0.756710662,-1.765722098,-3.263006726,3.592796832,-2.772348806,-0.074533654,-6.281093649,0.165978009,-2.679171246,-1.385556529,0.249056749,2.353452693,0.369662962,0.397057601,0.141165218,0.171984535,0.394273776,-0.444641837,-0.263189064,0.30470295,-0.044362275,2,1
157084,1.827562346,-0.525329394,-0.262856354,0.4182563,-0.782180032,-0.469886716,-0.488763715,0.0452377,1.03249431,-0.014538773,0.944494984,1.162502957,-0.164244753,0.211902823,-0.031058308,0.375899055,-0.74755055,0.30078864,0.161971811,-0.117950801,-0.090673234,-0.27745581,0.325108858,0.031002378,-0.497042546,-0.652833035,0.019960961,-0.030598992,62.48,0
49660,-1.966709295,2.010365552,0.750558375,-0.580847165,0.157393085,-0.400538073,0.862169312,-0.395104309,0.711102189,2.107528176,1.211672362,0.571027861,0.413039219,-0.580253425,0.156327941,0.012175857,-1.030485436,0.33624181,0.229328909,0.571615646,-0.00019989,0.610945467,-0.222694371,0.028356749,-0.248593344,0.140153808,-1.230168821,-0.867265691,0.98,0
58067,-0.264868684,3.386139969,-3.45499699,4.367629058,3.336060428,-2.053918423,0.256890458,-2.957235441,-2.855797234,-2.808455543,1.847503511,-2.414822338,-2.573224542,-6.59912613,0.123470383,2.572371808,6.609365809,2.5306698,-3.602657251,0.482513022,-1.394503794,-0.166029307,-1.452081183,-0.251814671,1.243460543,0.452786777,0.132218076,0.424599466,1,1
64443,1.079523978,0.872988039,-0.303850487,2.755368851,0.301687623,-0.350283737,-0.042847968,0.246624608,-0.779175596,-0.157696446,1.928567632,-0.935863286,-2.431446445,-1.633472024,0.534336653,1.425605504,1.593528786,1.178467846,-1.568697558,-0.252115099,-0.023254785,-0.158600834,-0.038806158,-0.060327255,0.358338898,0.07698357,0.018935832,0.060574149,0,1
36979,1.093525832,-0.306960496,0.53707486,-0.510231995,-0.814754885,-0.844882894,-0.014279461,-0.143049059,1.317347882,-1.163314057,0.370954575,1.660123522,0.74331527,-0.113890875,0.571377817,-1.447284148,0.592842028,-1.154647167,0.343258522,-0.023827198,-0.140188882,-0.161054922,0.029364886,0.651463766,0.49347143,-0.764550547,0.07472473,0.036859731,53.47,0
113029,2.129072916,0.016006674,-1.712442022,0.018876179,0.598933591,-0.520976412,0.208118247,-0.299574041,0.670367932,-0.122852891,-1.197634567,0.519028724,1.015513909,0.267276019,0.856985779,-0.109313288,-0.841749405,0.227428868,0.062716873,-0.151128341,0.230121284,0.855786145,-0.079217061,0.131170954,0.470184931,-0.415516724,0.008226032,-0.051877705,1,0
85867,-3.586963862,2.609127038,-5.568577208,3.631946953,-4.543589711,-0.157899075,-4.089127668,2.417305144,-3.239900975,-5.822449156,3.369186052,-5.691925786,0.287371391,-5.413786691,-0.555549925,-5.863661713,-11.14324102,-3.480939553,2.794333404,-0.178533964,1.024422834,0.428756482,0.182032121,-0.534597883,0.168933495,-0.149843614,0.685517241,-0.299728379,310.42,1
133184,-0.420969033,0.47739823,-1.03475356,0.081643862,1.699253255,-0.231244727,2.586898471,-0.500583842,-1.157689619,-0.119993771,0.173883697,-0.345236855,-1.291675851,1.003467596,-1.219818936,-0.643457064,-0.719628535,0.439890996,-0.019989202,0.281660777,0.504751982,1.274578191,-0.110858486,0.293977305,0.50540601,-0.335742526,-0.112733345,-0.052856775,196.61,0
169347,1.378558997,1.289380937,-5.004246784,1.411849842,0.442580636,-1.326535934,-1.413169956,0.248525468,-1.127395934,-3.232153175,2.858465816,-3.096914898,-0.792532436,-5.210140846,-0.613803264,-2.155296885,-3.267115681,-0.688505463,0.737657217,0.226137946,0.370611857,0.028234445,-0.145640429,-0.081049407,0.521874502,0.739467256,0.389151844,0.186636548,0.76,1
50795,-1.161852765,0.79582395,0.540265087,-1.25266396,0.086795225,-1.279170902,0.761879652,0.342200722,-0.830127626,-0.751881084,1.090420781,0.734410997,-0.387643339,0.87608018,-0.634159066,0.524101264,-0.535948635,-0.339476633,-0.108599786,0.069670051,-0.181505872,-0.859671659,0.167227129,0.327374098,-0.37579492,0.510600951,0.094863007,0.063920995,49.8,0
54085,1.248446243,0.236069891,-0.276114087,0.860137977,0.539735346,0.264044889,0.167122831,0.069439729,0.089928068,0.01053826,-1.505315141,-0.69045174,-0.95376894,0.638025153,1.312269107,0.327911291,-0.574261506,-0.55012816,0.026455943,-0.167084679,-0.539129966,-1.667255707,0.08019451,-1.433486857,0.317701572,-0.718538457,0.014146461,0.012910014,24.95,0
168634,-1.138516215,-0.762542997,-1.142460265,0.022805372,3.478549371,-2.322037199,0.124222459,-0.316118704,-0.115557001,-1.321823729,-0.277177273,-0.617453797,0.312927307,-2.874793935,0.476881291,0.977333451,1.39575235,1.373452142,-0.821456384,0.575289122,0.332529205,0.627004837,0.22062063,0.28859852,-0.842116054,0.421467365,-0.014130356,0.133600116,23.8,0
115473,2.02010878,-1.213510067,-0.588228032,-0.955302567,-1.058987094,-0.278159941,-1.003083888,0.044550501,-0.080305319,0.86447232,0.481768621,-0.090711089,-0.228400115,-0.171945058,-0.392624257,1.620323112,-0.270945602,-0.7982729,1.070682756,0.096214138,0.011286146,-0.154706327,0.263264281,-0.529269852,-0.505258244,-0.480546735,-0.007215462,-0.044429633,77,0
41308,-13.68076032,6.990389242,-13.77000114,8.694896899,-11.42696797,-2.91984499,-14.59456159,8.622904736,-8.090697004,-12.78063394,5.330601351,-11.89806515,1.595992902,-9.560169271,0.596403763,-11.3809956,-21.53680163,-8.485355805,3.51761051,-0.87739161,2.989552509,0.497598717,-0.509290299,0.732503457,0.280527954,0.280037142,-1.406686836,-0.663643364,0.76,1
17187,1.088374938,0.898474024,0.394684329,3.170257575,0.175738797,-0.221980885,-0.022988728,-0.010873537,0.860043617,-0.592472935,1.0727284,-2.547556814,1.235950057,-0.330305804,-1.022354375,0.335642173,2.298998221,-0.162096209,-1.532707212,-0.217358192,-0.423553904,-0.800852285,0.077614455,0.167608453,0.350181817,-0.118940929,0.012947766,0.054254272,3.79,1
94362,-26.45774465,16.4974719,-30.17731746,8.904156771,-17.89259969,-1.227903881,-31.19732855,-11.43892041,-9.462572605,-22.18708856,4.419996602,-10.59230501,-0.703795804,-3.926207316,-2.400246492,-6.80988994,-12.46231495,-5.501050784,-0.567939573,2.812241109,-8.755698321,3.460893345,0.896537504,0.254835537,-0.738096559,-0.966564234,-7.263482146,-1.324884307,1,1
55618,-7.427924231,2.948209208,-8.678550384,5.18530348,-4.761089973,-0.957095016,-7.773379785,0.717309274,-3.682359238,-8.403150262,5.705205507,-8.640746412,-1.602925019,-9.466139123,0.137324187,-7.303242729,-12.44803924,-4.332834241,2.35202964,-0.123085016,-0.299847071,0.610478814,0.789022761,-0.56451194,0.201195825,-0.111225431,1.144598509,0.102279545,130.44,1
132086,-0.361427839,1.133471917,-2.97136044,-0.283072526,0.371451593,-0.574679962,4.031513441,-0.934397841,-0.768254682,-2.248115174,-0.482409384,-0.690550364,0.181274905,-2.372551798,-0.006868046,0.146399069,1.759314194,1.083039514,-0.391047742,-0.025861622,0.110814637,0.563860613,-0.408436059,-0.880078913,1.408392323,-0.137402363,-0.001249817,-0.182750897,480.72,1
51112,-9.848775832,7.365546486,-12.89853823,4.273323073,-7.611991011,-3.427045237,-8.350808153,6.863603922,-2.387567325,-6.065782363,2.707856405,-6.136034466,-0.545976096,-7.028980273,0.916068575,-4.092884494,-7.014621707,-2.530967259,0.554027499,0.832398066,0.931958309,-0.874467361,-0.192639469,-0.035426027,0.53866505,-0.263933517,1.134095094,0.225973164,99.99,1
141171,2.089043821,0.29341055,-2.017835942,0.314375936,0.906821106,-0.53677784,0.346355106,-0.290155624,0.506574085,-0.655833787,-0.811668577,0.840678596,1.622883868,-1.253034555,0.228494144,0.223972647,0.263982421,-0.028815859,0.278568233,-0.049923432,-0.357128541,-0.831105186,0.193336397,-0.06638864,0.053603693,-0.578771212,0.007276191,-0.018411019,9.99,0
123065,2.034656491,-1.826519565,-0.811752912,-1.331399985,-1.728405351,-0.951831671,-1.032079004,-0.247648451,-1.011030616,1.521105161,-1.116369591,-1.101004438,-0.190334372,-0.338991886,-0.041143901,-0.459345242,0.516742231,0.050158079,-0.227966193,-0.221668177,-0.087334229,-0.040122594,0.150287704,0.015328643,-0.32331159,-0.192064025,-0.007209464,-0.025317659,144,0
45050,-0.960636792,-0.283009522,1.689844129,-1.58826384,0.067758506,-1.166506302,0.070749354,0.040838271,-1.496913704,0.041265623,0.963503975,-0.66472024,-1.431013241,0.118260159,-1.382153443,0.853017164,0.30727432,-0.981292429,0.547350692,0.115422866,0.292971756,0.557496285,-0.341222,0.541607603,0.72593269,-0.174994864,-0.022776007,0.043719722,10,0
146747,1.832293657,-0.394621848,0.05005096,1.224644391,-0.658365,0.208455292,-0.775663742,0.195687108,0.89978388,0.291876244,0.463424473,1.091552534,0.380942383,-0.087280382,-0.0617391,0.846762078,-1.150268063,0.834337418,-0.27317059,-0.131264657,0.109382243,0.378075573,0.189148128,-0.371590481,-0.332501196,-0.759495281,0.068598958,-0.026032501,45,0
134928,1.204934242,3.238069511,-6.010324404,5.720846677,1.548399778,-2.321063516,-0.781880413,0.076619238,-2.976249051,-4.070256863,3.394152086,-4.547742185,-0.063634196,-10.51646521,0.053267384,0.204079529,0.462929331,0.841169059,-2.221383853,0.338160709,0.09834147,-0.84586592,-0.031227769,0.42114641,0.388361412,0.056034744,0.491827823,0.340846686,0,1
41313,-13.89720587,6.344280456,-14.28166644,5.581008997,-12.88713316,-3.146176367,-15.45046722,9.060281474,-5.486120777,-14.67647025,5.148351721,-10.74959199,1.585488968,-9.798012077,0.733276999,-12.6752689,-20.74066372,-8.153668026,5.22834179,-1.025227924,3.058081838,0.94118029,-0.232710298,0.763508019,0.075456239,-0.453839572,-1.508968257,-0.686835739,9.99,1
132788,1.970379324,-0.445942172,-0.265657036,0.512424862,-0.797201499,-0.506077299,-0.640661911,-0.012135656,1.53305866,-0.162104977,-1.067766433,0.271103308,-0.275100322,-0.117189789,0.569962168,0.053140364,-0.443539809,0.178452986,-0.276740959,-0.251277249,0.190731523,0.796928691,0.121992669,-0.069328233,-0.116255891,-0.204387701,0.042236089,-0.038367677,9.99,0
26931,-22.56169926,13.20890428,-24.64381878,6.232531823,-16.90561136,-4.49743872,-16.81018419,14.95510677,-3.871296823,-8.581265516,5.25698761,-7.393614992,0.538800829,-7.577552018,-0.030725532,-6.454783237,-12.84565652,-4.865917737,1.06244185,1.621444225,1.765986636,-1.635516647,-0.998316503,0.138972227,1.55935014,-0.222124517,1.50442466,0.445919826,99.99,1
41413,-15.14044962,7.378042412,-16.35636736,9.194934914,-13.46616329,-2.958430501,-16.16553862,10.07525395,-7.901821126,-13.00940281,4.828235332,-11.05840142,1.998125576,-8.592047402,0.540385309,-10.6157453,-21.01789834,-8.397393052,3.18355895,-1.691481988,3.147428105,0.341677595,-1.150162471,0.795189735,-0.194542181,0.145963569,-2.458680348,-1.189887881,106.55,1
25254,-17.27519119,10.81966537,-20.36388597,6.046611747,-13.46503335,-4.166647245,-14.40944799,11.58079672,-4.073855712,-9.153368038,6.210883012,-8.778572032,-0.061367497,-9.574662299,0.04928854,-7.418487279,-14.10277188,-5.016423335,1.390314361,1.544970467,1.729804092,-1.208096082,-0.726839224,0.112539674,1.119193472,-0.23318899,1.684062993,0.503739738,99.99,1
39081,1.217203991,-0.096863405,0.674296234,0.465005844,-0.699863704,-0.476295469,-0.371808156,-0.007680103,0.526392329,-0.088781272,-0.862395599,-0.292123945,-0.38834546,0.155646984,1.431000512,0.759849782,-0.672293996,0.092195468,-0.106584334,-0.059062801,-0.116360785,-0.415394228,0.02224032,-0.118848451,0.17280471,0.350054512,-0.023903298,0.022524507,30.02,0
153653,-5.192496426,3.164721173,-5.04767906,2.24659736,-4.011781405,-0.638908045,-2.873463269,1.576317573,-2.861985991,-2.120457595,1.863595737,-3.620251763,-1.480714422,-1.583343405,-1.230469222,-1.20229797,-6.167636538,-2.651539049,0.013587706,-1.850469964,1.167243794,-1.006617493,0.774561804,0.063396917,-0.390657771,1.884740675,-1.742557515,-0.082215935,247.86,1
123912,2.052949374,-0.072222945,-1.070087481,0.410826405,-0.128097831,-1.133153554,0.158575452,-0.299337633,0.566277179,0.069821839,-0.720262171,0.366216874,-0.113533043,0.315695536,0.106470909,-0.155613061,-0.221757363,-0.937216776,0.075346781,-0.241431753,-0.285269961,-0.689786296,0.348861154,-0.017966566,-0.319392387,0.201624024,-0.068729908,-0.060837386,1.98,0
