IQ,YearsExperience,Age,Income
121,11.012752739919712,28.0,257.8437035346031
127,8.99778013882064,48.0,291.96404590842826
136,12.033045677550904,42.0,302.42859931135257
117,15.219917318197393,42.0,280.06683752579426
128,14.136232875604069,43.0,295.42773286224104
124,12.882815538724815,35.0,276.7608874518506
124,11.857198227840025,48.0,291.05135195333867
114,9.551720226467653,38.0,255.9769818697108
110,14.725657270411848,44.0,270.59225034983496
108,8.407369838332741,32.0,236.81766724825243
112,6.642120480151091,47.0,258.52056846898046
123,11.843718309819419,35.0,272.75631253590007
127,10.941990246789267,40.0,284.65002776379345
123,11.113767462234078,40.0,276.8649805768581
114,13.812821940073118,51.0,283.62126362333186
138,13.348128941876979,35.0,300.0545598069184
135,13.660492114492268,42.0,303.89034964850094
116,14.726672654941247,36.0,270.0940190095135
111,8.829220385916647,53.0,269.38400769445946
121,16.372680594108687,41.0,286.14701587674995
132,9.86629655961977,50.0,301.2870431364934
123,12.773978750527904,52.0,296.56936581131185
125,16.684770196807953,31.0,283.28218023681717
117,16.072162897791664,46.0,286.5099454791184
124,15.533443133586216,40.0,288.64178317054615
135,11.945916712803461,36.0,294.670946669346
117,8.353689052771976,33.0,252.16305523549443
121,9.326821579108467,28.0,254.92153980114244
122,11.208261215481121,46.0,284.9226512030425
122,10.289615731509151,45.0,279.8506250108051
105,10.205839325594809,42.0,250.23734458371135
101,11.410381232779702,35.0,237.13128010708925
109,10.401236902645326,32.0,243.5891779679066
121,10.709791123816643,37.0,270.59774631980486
125,12.231261826059933,38.0,279.9342470451078
114,9.5230537870142,39.0,256.49447198615354
133,13.795435414807542,42.0,302.1837474345658
118,14.366181822880407,52.0,293.4019689361155
120,10.855421544289833,42.0,272.8226068142478
118,12.024616011255105,39.0,272.16595967284877
121,15.795914079432476,42.0,287.8126793796159
127,14.00254317939595,45.0,297.0416199827449
126,16.042041288749715,47.0,303.88668510198073
111,13.927396051287676,38.0,263.73875263090616
135,14.578548901945833,30.0,289.20172003194995
109,10.5855213827467,39.0,251.89292269826262
120,11.925821470937029,28.0,258.448776888079
117,10.091729800324542,31.0,253.12317610289068
109,12.209690096306677,36.0,254.18883725903888
119,13.359022892358192,41.0,276.85060949451554
112,12.587654171113915,40.0,263.93919499952005
120,8.2565955763838,35.0,258.45270216599965
124,10.025454427684577,39.0,271.704103229233
134,9.055055828231865,42.0,292.1827104346139
123,12.780527581317681,42.0,282.49995793250116
113,11.018603323306467,37.0,256.50390706977817
116,12.674382628417758,32.0,259.01730675853895
121,6.819993113725728,33.0,255.64421780737757
120,12.24696617029683,24.0,254.562981172451
134,9.448208503154643,55.0,311.55701312555954
133,13.783373097181233,30.0,286.5969075986558
116,13.928869061731197,36.0,266.73339498269615
114,13.389311169625833,44.0,272.6562573923148
94,14.35498597330422,33.0,230.20258498485498
114,14.025668321019136,43.0,272.5664656911934
110,10.706718302149133,44.0,261.6185518724732
116,8.386815430532147,50.0,271.56031145502544
123,13.786228886344851,45.0,290.2538468352805
121,12.804636778026742,29.0,262.1635954253723
119,6.307807202469519,41.0,261.7473980513185
121,7.7139342990226645,46.0,274.2002115103512
118,8.764799002501908,38.0,260.57607728103403
121,11.802711011922794,45.0,282.79425471848236
87,8.500958429645195,40.0,214.27679169288047
117,13.637704812092654,43.0,277.3622978499285
118,10.725289492236229,51.0,284.1788510663991
116,15.865565018095797,41.0,276.82545136259137
117,13.066766742537979,46.0,279.081982419038
127,11.67382120484841,42.0,286.5651574362112
114,13.054621709778662,41.0,268.0436202600335
142,9.666921050910855,37.0,301.5069491314392
126,15.615003352513849,31.0,280.66352687160867
119,14.626080220236735,51.0,292.4335813628299
117,12.616418561965823,47.0,279.874640362455
119,16.833083030026454,34.0,274.62417192724564
110,8.336677909960816,27.0,231.48002239147064
119,14.023713734766583,39.0,276.476125277891
122,15.010338109712636,38.0,282.29283168473125
125,13.241675574432563,38.0,282.0773437676051
125,11.611057598854966,45.0,288.5578561759085
117,6.8502452277984665,37.0,255.41212136661235
105,14.713002652047779,39.0,255.8069681035432
113,10.933388808476874,45.0,268.82264063801
136,11.82157261925205,42.0,301.71154692985607
128,14.466014963654725,40.0,294.2059069506267
123,14.47265084202435,39.0,284.0237759411356
112,9.11073767744888,37.0,251.34054015157471
120,9.531189705062275,46.0,276.5175900325477
107,10.230609643503627,35.0,242.797386996594
114,13.722475403632624,29.0,254.48912807057494
117,14.698777083262492,34.0,268.421355803635
116,13.255991338529977,37.0,266.14828575548546
129,10.898531964410378,44.0,292.8340288342808
105,11.640690266900878,37.0,247.23480142579533
111,15.46566609134301,32.0,256.03674217990016
106,9.190546639337844,34.0,237.8675991730003
107,13.949554466396695,38.0,255.72559723921012
121,11.73232141196205,41.0,275.90131473064935
127,12.062621764274184,48.0,296.3825765951946
117,14.57878551787999,45.0,283.58413060142794
120,13.326746655799042,38.0,277.0552664982751
123,12.176135995007767,46.0,288.0375186807663
115,17.661985740862058,48.0,291.3549463953894
130,15.127130119260755,42.0,300.71472027312075
118,12.678940774106799,39.0,271.8498837852479
125,13.938731866107407,30.0,275.29666985983084
118,12.292869657356167,37.0,270.3387517210579
122,10.271886938992724,35.0,266.4533007980835
122,7.6920858945626165,38.0,267.4356540369417
122,17.161656608667116,44.0,292.00089404835654
110,10.901748597708828,42.0,258.55469213033564
124,13.472728418669375,34.0,276.52602031254736
126,10.90236636994822,48.0,292.4908391815756
98,11.30548207402791,45.0,245.2438156428354
105,13.297883198920884,42.0,256.2340952578632
123,13.320323428930049,48.0,292.24545499444645
138,12.083046587593048,37.0,297.98610592728124
128,9.360517510448785,41.0,280.42322879224827
113,15.222729196370675,35.0,263.8420364980605
103,13.906839174348931,43.0,255.07079282005478
127,12.454789961979623,36.0,279.6748261447015
119,14.011961647902732,40.0,277.35249505774175
125,3.8903048957136974,43.0,267.5190889120636
121,12.158631126693104,38.0,272.9622200780726
120,10.942898187523006,36.0,266.29910544395904
149,7.0994695026245065,33.0,300.14851698085744
119,13.362103906680758,35.0,268.66015369014787
118,9.539968352144008,49.0,277.8463914617928
118,15.540494692177353,34.0,271.94933630198494
114,11.645578004046891,37.0,260.49194452097913
129,13.66644365884994,43.0,298.07508717458165
116,10.553405933014659,41.0,266.9964244889261
126,14.056075907349284,32.0,278.72419175870095
122,15.543025596322195,37.0,282.5791057961544
132,8.06487111616765,42.0,287.52759667922084
124,13.545063004435374,33.0,276.0618443313872
107,7.880766850338742,44.0,249.5320532527305
106,11.713519032204788,34.0,243.96595086555772
134,12.648928082274379,52.0,314.0659508356695
113,9.269574104068205,41.0,257.9795533279239
106,11.17261977264194,42.0,253.49131903023124
113,15.742045963151043,33.0,262.3846371493619
132,14.238335224826951,41.0,302.5584932888925
105,14.585982293194252,49.0,269.48047653351904
111,16.07591172599718,44.0,273.3860760085562
113,11.210918943864716,37.0,255.88340461585608
107,14.504342195381389,39.0,258.79974001605973
108,10.49361478178353,39.0,251.03202725066316
104,15.120580135347774,41.0,257.11058876773103
115,9.179116429624758,37.0,255.87914846712155
116,9.924423894527141,30.0,249.71708415009476
113,16.370188432519033,47.0,283.00372865233936
103,13.522289226028835,42.0,253.4062595884349
132,12.823062005432353,51.0,309.97174341891093
106,11.54923805105141,43.0,254.04507184377644
122,11.047579731245104,49.0,286.07691533559915
109,11.813363601370911,41.0,259.13344979634
126,11.77875464697299,40.0,283.1932367433409
129,13.705516173732901,43.0,295.6904824392856
111,16.25335195424708,44.0,277.36220102502824
100,9.900097161281266,44.0,242.8061503556978
126,12.448486581281834,47.0,293.10600659357465
138,14.028501839138194,46.0,317.22455486033147
124,11.309378884262918,30.0,264.60964164965065
121,14.056818169820296,34.0,273.4179985146714
128,8.557260644249865,39.0,278.51431696170073
127,17.75277900312779,44.0,305.14398591623785
111,12.847648115127376,44.0,266.0591203454681
113,11.889208321329175,33.0,253.6281698030935
126,10.216872947660406,50.0,291.48057482536035
118,11.33723237404807,44.0,273.2626733444636
133,13.85149663549828,36.0,295.83456322195667
112,17.97518764004399,24.0,255.64117664160636
127,8.753708631164129,30.0,265.0390287743311
123,11.755675708671419,35.0,273.13282872637365
118,9.194096027320477,35.0,258.3449474948315
131,8.973868800541819,46.0,293.7583484743216
126,12.224687735368379,47.0,293.8952499723794
109,10.747866008506751,46.0,261.0519235498228
126,12.835556145580949,37.0,282.4429062091588
133,13.735190124030332,49.0,311.40543086793565
118,8.873215323222102,27.0,245.94893644321004
117,10.671971759132354,26.0,249.25188412048763
113,11.308926720926939,31.0,249.93485776305425
119,6.57679157265149,41.0,261.4544774460544
126,11.355871542640026,39.0,281.54837097313515
111,8.812267217973465,41.0,252.1157577425446
106,11.44508460931248,35.0,245.83600772484797
116,11.883747216187384,36.0,261.3660405574301
106,7.3088914397528795,41.0,244.00938061270125
125,9.21612357446812,38.0,275.8957895279895
115,12.986557303866922,48.0,278.6911968839148
102,14.224479214359192,42.0,254.61291878069773
116,16.739343708183135,31.0,268.31339538931843
118,12.876975465933365,37.0,267.8439609934777
124,10.35893752906094,41.0,278.55971981888547
118,9.700729279564893,36.0,260.06912030866226
138,8.812551119750552,46.0,304.98401114713994
114,14.56866549336494,34.0,260.6670444073882
119,8.598446509476268,34.0,257.01841682775546
118,10.058991512780953,38.0,263.7970317025213
117,11.68043441760808,43.0,271.52190736579826
121,15.188217883790776,46.0,290.5668463459298
125,13.526310886768734,48.0,296.5868282021843
133,11.657243881089785,39.0,291.9538755756647
104,13.583062254988265,33.0,242.76117552939587
114,16.807616390759947,40.0,275.7806429433534
115,11.159445328553312,31.0,254.89364358661786
129,14.858278770726287,45.0,303.06596353407554
116,13.53823235205602,43.0,274.54535907616025
101,15.114647484939457,40.0,251.241929166159
120,12.366914925473687,29.0,260.21112219375203
119,10.276352465632666,34.0,262.25161428206394
121,9.388496199545301,43.0,273.9552054373327
109,11.513843953845306,41.0,256.9282315455488
137,9.4711863709643,44.0,300.61517643154
116,8.417626505030842,33.0,252.00698499021772
118,17.85634244983762,46.0,291.05122122759747
110,9.677043059415624,41.0,253.5862222428268
110,10.787883374644704,39.0,256.5602232960924
107,12.326354965668259,35.0,247.28359463354678
116,16.507919153806693,36.0,274.4387021137788
110,13.664090533765517,46.0,269.71235518168135
140,15.482246950439777,46.0,324.9867102939973
101,12.429005301437003,45.0,251.62527950898163
108,12.080423307767147,31.0,242.9075959320268
115,12.531378268374318,40.0,269.70302315750484
126,15.072391280457719,45.0,298.9445750038448
115,9.770282277650761,39.0,261.84616496227756
126,10.524996468895038,39.0,279.14212412172805
110,14.329664911959663,51.0,278.7502305951979
120,15.501268631088664,50.0,295.8837763780436
137,8.367660568996492,36.0,286.68471117936514
110,10.788052541199443,41.0,255.83663311834206
124,13.243884514763012,38.0,280.18432731387134
122,13.512178088843992,42.0,283.5068935800994
97,14.973069784755928,32.0,235.16244346895087
114,15.622513219801448,55.0,293.7183684700605
131,10.967636725560595,45.0,296.12888487926506
121,14.778668004322888,37.0,279.74044735433785
107,9.828747252511896,40.0,249.5463791481662
126,14.649318491923076,43.0,293.01619509335325
115,11.558343770461008,40.0,265.18747934276325
123,13.121079342256742,44.0,287.0834628766706
123,13.968719425084103,45.0,290.6526358861177
108,14.216839002058393,50.0,274.33467889648006
127,12.945197702404087,47.0,300.3127845663635
109,12.82285137950106,40.0,260.7569195111327
106,8.857049867805957,37.0,239.36956068373058
111,13.131682573811366,43.0,265.1433154169674
116,10.387333424734841,42.0,267.9922275086103
121,10.772803328391591,38.0,271.34762677763507
112,13.021604774737321,48.0,274.49061368884173
127,15.97340171645212,34.0,286.7922509034339
122,14.47472141353909,55.0,304.2005444012976
113,11.824031482450366,35.0,255.48253258918834
128,11.530314169066202,39.0,281.8084393964516
131,10.215185669117679,47.0,296.26691972107506
119,12.139780506675532,39.0,272.45431760428716
117,6.195798532112624,34.0,249.49581966963171
102,11.691979343016106,47.0,252.92265902897333
115,10.38994583357846,40.0,263.3680308535608
117,11.5808354273164,39.0,267.37289631151094
122,8.223125799407962,41.0,268.8731882310816
118,10.963193627562182,39.0,266.13644724704466
122,15.739378777477675,38.0,284.57572068729957
135,12.477296796626183,38.0,296.41765749851794
114,9.204024540265358,43.0,261.09502661981884
115,10.861788131202351,38.0,260.8009893897514
106,12.32637197519097,39.0,249.74212565094123
119,6.285386353221751,44.0,265.30128398305436
129,17.900520177062976,35.0,295.6566923847559
102,12.648145780863192,39.0,245.9016135161775
113,12.64230677903891,41.0,266.62036385902525
120,13.951970736345157,42.0,281.891973259876
128,13.40419011866812,31.0,278.0117744690229
123,15.59463454331327,40.0,286.5790287774035
123,16.25219392457758,35.0,282.98785319306194
117,9.95993516914296,37.0,261.4530136553456
124,7.146283850668775,37.0,266.65981454440936
130,7.759965643095342,38.0,277.3661647516751
102,17.506182419706025,35.0,251.31248291265018
127,9.307092726664198,40.0,279.4229378475571
119,15.76278159555326,41.0,280.8363031925396
114,9.333407157051182,48.0,267.353862459353
95,15.242237376888193,32.0,232.7480597522057
106,15.216779723029292,41.0,261.8545864622435
136,12.58417481615735,31.0,288.30636924734256
113,10.4074327124072,35.0,252.36499490110214
109,14.875785571608283,30.0,250.81288854845042
115,10.61877927953366,43.0,266.045436273358
112,15.90459497619517,37.0,267.2822923624814
121,10.537436968143059,38.0,271.1307477578248
135,15.467680900369093,38.0,302.87691914347005
114,10.268999352369168,33.0,252.44022363514213
121,10.144622781554077,42.0,273.92986947670886
108,13.760920751809376,41.0,259.61022425154704
135,12.049320796735158,35.0,293.47614535067754
121,13.60335226272239,42.0,283.2723121651899
109,18.973716853208686,45.0,279.61312545141936
129,9.695673152051487,40.0,283.36893867029704
131,11.126552569493155,40.0,289.08414837068676
121,12.342785068683401,33.0,266.6251135591539
103,9.369620015045253,44.0,245.99327933465864
137,7.8654062909473605,37.0,288.3904130094683
123,9.700514364948825,33.0,266.29131490661183
131,13.849995303682865,38.0,295.1410478166725
114,10.230437911819775,39.0,259.1161881051749
116,10.249629705184262,46.0,271.5042252361296
121,13.214344440712456,42.0,280.47660985210865
131,9.478332038775797,31.0,273.7345095264015
121,14.295443055762046,39.0,278.2398087291508
107,16.827467248524425,50.0,277.86385185215306
122,12.712569284158615,43.0,282.8389506399164
136,13.115156642869147,41.0,304.3104265964158
120,10.223688342767767,41.0,271.968454919071
121,12.711198663954738,36.0,272.39547337702214
107,13.206371018636338,50.0,270.97052420585345
105,8.831214988898667,42.0,247.98223606437168
113,9.603631223002573,42.0,259.7391020741838
116,9.980563201294387,40.0,263.6659967344636
121,12.529711983167378,43.0,278.9312944270167
121,10.682968093424753,35.0,267.16831245957127
136,12.483458652517859,41.0,302.0145575621362
120,10.778684793372785,38.0,269.4860708709773
130,14.743577490465789,27.0,280.15912405558146
119,11.550641166604642,37.0,268.97973311702975
134,9.46756877956864,34.0,283.7017256749199
101,16.077110773790675,36.0,246.1577758615583
114,17.172314482336233,43.0,280.85768262764464
129,13.928605021453082,36.0,287.39524475700097
118,13.158660818733681,40.0,275.77390041618503
129,11.935923530399293,32.0,277.8864081592338
123,13.111794163051556,46.0,287.14657295692723
129,9.320220602473277,50.0,295.28222365376274
126,9.119450009936582,45.0,283.93027945894784
126,13.460404341605244,49.0,298.326458575324
134,9.03302932625595,38.0,289.24086897938804
129,16.551191722108094,47.0,308.55064264935237
129,10.037423365889001,49.0,297.205404098777
120,13.368855700534606,40.0,279.0621177364367
114,8.902570998435866,37.0,254.47373475757632
113,11.953187810168815,35.0,258.1122533582734
127,13.044531600793672,41.0,288.8108999960973
95,10.927789361587577,25.0,214.0136382158111
106,10.4221347816288,50.0,259.93778680690764
110,11.325707987071967,44.0,262.0458524083339
117,15.263561106122063,42.0,279.5290577757988
93,14.529522462571476,50.0,250.68279274526589
132,14.765355940945318,45.0,307.41541781013945
126,14.597055215068403,33.0,281.5874650292443
139,15.799466980305109,36.0,310.6853729045344
130,14.029612282439764,42.0,299.01788747421216
130,6.296209111101172,46.0,285.9430282162658
142,13.60745644299173,41.0,314.7653530368063
114,13.12717537057349,38.0,266.47141116396483
104,11.446683528908904,32.0,235.6623237802798
117,8.318467613642108,31.0,249.98498245966823
111,10.298208741218446,35.0,249.51741332170957
117,11.166987712331165,38.0,264.080798115029
109,14.187264675324224,39.0,261.1266272472787
125,13.799978533817056,28.0,271.1161854760231
125,9.10117290724702,43.0,279.8076538534626
119,13.523978252031922,52.0,291.33964928247457
123,7.201045270565637,47.0,277.22912001038736
118,10.933412094492098,46.0,276.8062920998396
127,11.959744523809897,40.0,285.67390102125455
120,13.867524599206543,42.0,282.8005534319056
117,11.355395543885162,46.0,276.9891804746642
129,13.404054670822974,28.0,275.60591527709533
132,12.73838245789297,45.0,302.8473007988642
133,13.218846172436507,39.0,296.88050714180764
110,13.656647332044539,39.0,262.46092298295423
114,11.293700585341085,31.0,253.67707085945037
102,14.202815831672122,35.0,244.0132733599039
117,15.885869259153498,42.0,282.249331593025
124,11.601291840149871,39.0,281.1655041529308
118,6.343957644768186,34.0,251.33549713758663
139,13.644494341557646,42.0,311.5508846841012
115,12.055232716649252,37.0,263.2523633077759
109,13.205039788469348,32.0,247.71339566042442
125,10.008589521583152,53.0,294.9373269184917
121,10.84332054003998,36.0,270.07339714635197
125,12.14184293180412,47.0,293.16849703261715
123,11.563126649053695,32.0,268.02433996333514
122,11.863548169409038,42.0,279.3172650860788
98,10.767906180268145,42.0,239.7542725754491
112,11.673550445254811,47.0,273.8319947175335
114,13.709429692118636,38.0,266.14373082606375
116,13.344146080782107,40.0,269.87343745779583
115,8.840024754431258,37.0,254.7570328789589
124,12.53409898117828,46.0,288.0600158642975
126,10.177453599098701,30.0,268.0979162985335
108,12.933941399441494,38.0,255.03894918877444
126,14.979867048180207,41.0,292.42875865199994
125,14.052871974217156,47.0,295.48592374853683
124,10.354201819565791,30.0,262.88907944241186
105,12.23243341394333,34.0,243.75746706314303
124,12.95971904310006,43.0,285.75187133634034
120,13.13843154255806,37.0,272.1424108319238
129,9.860869428151023,50.0,297.96188884051577
137,13.32315397539877,39.0,303.02784183974484
135,12.798137206911221,30.0,285.7795577030236
121,9.610025987171857,46.0,278.03809396204485
119,12.903467422081071,46.0,281.43199236738934
126,10.884820284172243,32.0,270.7773997408477
108,9.755719200441801,36.0,244.37186084642843
105,10.999741285132647,35.0,240.99265698903838
115,9.62368122759068,39.0,259.7825796798128
132,10.204276542631094,40.0,288.40848700270794
116,15.701982691338262,49.0,290.3011390456051
135,8.760996369034094,29.0,275.70852677444856
92,13.95125723686536,40.0,235.23981061394312
104,13.167520454357835,32.0,241.00405864551212
118,15.807848770955072,45.0,286.70616400507805
128,17.00326729349321,37.0,295.66917444309314
119,11.637400658444438,39.0,270.7972762980768
119,12.791647384394947,45.0,280.65336803273414
118,12.162372641338266,35.0,264.89583693004414
102,9.242933988428264,46.0,246.1594023927365
131,10.906329516160618,43.0,293.0995184617236
113,18.920995138510975,42.0,280.71061251488135
130,13.059176296058665,30.0,280.96609808535
119,8.109481624213917,40.0,266.52152869361936
130,13.581762066482067,29.0,278.59274717771825
123,14.635009898635383,36.0,281.06999988208895
118,13.770974958539426,41.0,277.1711780588555
122,8.350517615725938,32.0,259.76621641275943
105,12.66201752535814,32.0,243.22744217540497
120,7.921305841106133,35.0,258.9133722551288
137,11.386776704933354,43.0,304.5822065013601
133,5.0323683605317555,44.0,284.2997732151468
110,7.397775688470823,42.0,251.05692723003818
125,12.83101624473748,45.0,291.56952160207453
122,14.753168163192466,49.0,296.1063620794794
128,11.710471779312469,29.0,272.9960890043925
120,13.70850027288149,38.0,273.37538079716023
117,16.710407694532147,43.0,282.43834944192866
133,9.46487315440222,44.0,295.0970528989148
122,13.580581962779494,43.0,282.1665333924836
132,15.13185409556452,44.0,306.43378133594854
129,12.454264954547538,40.0,291.0307051968703
116,13.008568215735064,37.0,266.27018894750057
118,13.238197286766468,42.0,276.3577862233206
139,10.899760093638665,31.0,290.14881321197237
121,15.155019921826025,46.0,292.17510226678104
112,8.806088700152364,44.0,260.5986857605334
107,10.991654511174659,43.0,255.10638934844192
129,12.334917327266414,45.0,296.99068808052886
121,14.352413994797107,38.0,280.1476975224557
112,9.234214084987999,45.0,263.0004718212297
126,14.334863201436821,38.0,286.95386247292794
121,11.696451189642001,33.0,266.6640173963931
103,14.527910471825798,38.0,250.87631773245536
125,17.414579341077324,38.0,293.4395252210621
133,14.370871362336057,32.0,290.0211679714894
145,12.837138624422902,46.0,325.58149686098346
120,12.87705128387354,32.0,266.10392878696894
122,13.609621135034441,51.0,296.1758239702504
136,13.519459650287631,38.0,300.5774218110182
121,9.883283781796557,38.0,269.6645751344806
122,12.61938866810238,37.0,276.1812567874807
113,13.397232810396497,46.0,273.32562267026236
106,9.628364327859854,46.0,256.34603060459517
129,11.730465552922364,51.0,304.23573950407945
107,8.52743907864073,32.0,236.74486089135556
131,5.40107985996902,40.0,277.39407558810257
112,11.500474079663753,42.0,262.63100863438683
122,11.193256328161839,41.0,276.1010975843636
116,15.815570493447067,34.0,266.9961458042475
131,8.429882596221441,39.0,282.62255661276936
123,13.488103082615266,36.0,275.95572605356097
139,12.470189983175151,40.0,305.00346020201516
109,14.672593166330568,36.0,257.2746363835472
124,10.937009879026414,37.0,274.16331174075475
120,13.513344223797567,46.0,288.01172637719253
122,9.529879176345062,29.0,260.1706170415234
135,13.123191262807634,36.0,295.2803591661323
125,12.356879623132105,45.0,287.52628542943404
108,10.768916322969499,36.0,245.18421121020904
125,14.855491273120247,37.0,286.41579126337837
115,12.338776611090912,42.0,270.61033686455585
115,13.757270552934425,42.0,273.79772116670637
130,15.899508858735917,41.0,301.667459544546
113,15.29412942342124,40.0,271.47257319428206
116,14.688479880709176,39.0,271.3445268996905
120,11.490307694139597,43.0,275.6832992423332
129,12.873493294734727,36.0,285.1845859383353
125,13.385911104835715,41.0,286.67983604437336
117,14.132942200922244,40.0,276.4532629997724
117,13.447716839406043,48.0,280.98540928016854
108,10.624186415721992,32.0,242.571565362558
112,11.401860821097541,35.0,252.50031377427143
113,11.512469723277018,32.0,251.71026980555905
118,11.062315683347991,45.0,277.60841683420557
139,13.922724086962365,43.0,313.1856378895233
113,7.5530434799108335,32.0,241.86934838303236
117,10.469686385975608,36.0,261.25862113907675
99,11.230703211864382,48.0,249.64986328609692
126,15.152084036892557,48.0,302.32019719524516
104,9.54264289421457,36.0,238.9395568497173
110,13.302687159841316,36.0,255.96221762937
130,12.296609967071804,47.0,300.32866540350085
