date,recipient,sender,year,month,day,hour,minute,second
2004-06-14 04:08:52,376,62,2004,6,14,4,8,52
2004-06-14 04:08:52,9,62,2004,6,14,4,8,52
2004-06-14 04:08:52,24,62,2004,6,14,4,8,52
2004-06-14 04:08:52,21,62,2004,6,14,4,8,52
2004-06-14 04:08:52,262,62,2004,6,14,4,8,52
2004-06-14 04:08:52,156,62,2004,6,14,4,8,52
2004-06-14 04:08:52,98,208,2004,6,14,4,8,52
2004-06-14 04:08:52,132,208,2004,6,14,4,8,52
2004-06-14 04:08:52,99,208,2004,6,14,4,8,52
2004-06-14 04:08:52,138,208,2004,6,14,4,8,52
2004-06-14 04:08:52,193,208,2004,6,14,4,8,52
2004-06-14 04:08:52,37,208,2004,6,14,4,8,52
2004-06-14 04:08:52,89,208,2004,6,14,4,8,52
2004-06-14 04:08:52,137,208,2004,6,14,4,8,52
2004-06-14 04:08:52,163,208,2004,6,14,4,8,52
2004-06-14 04:08:52,313,33,2004,6,14,4,8,52
2004-06-14 04:08:52,141,33,2004,6,14,4,8,52
2004-06-14 04:08:52,7,33,2004,6,14,4,8,52
2004-06-14 04:08:52,88,33,2004,6,14,4,8,52
2004-06-14 04:08:52,356,33,2004,6,14,4,8,52
2004-06-14 04:08:52,13,33,2004,6,14,4,8,52
2004-06-14 04:08:52,207,33,2004,6,14,4,8,52
2004-06-14 04:08:52,9,33,2004,6,14,4,8,52
2004-06-14 04:08:52,107,33,2004,6,14,4,8,52
2004-06-14 04:08:52,322,33,2004,6,14,4,8,52
2004-06-14 04:08:52,113,33,2004,6,14,4,8,52
2004-06-14 04:08:52,54,33,2004,6,14,4,8,52
2004-06-14 04:08:52,42,33,2004,6,14,4,8,52
2004-06-14 04:08:52,14,33,2004,6,14,4,8,52
2004-06-14 04:08:52,43,33,2004,6,14,4,8,52
2004-06-14 04:08:52,268,780,2004,6,14,4,8,52
2004-06-14 04:08:52,108,422,2004,6,14,4,8,52
2004-06-14 04:08:52,7,422,2004,6,14,4,8,52
2004-06-14 04:08:52,63,422,2004,6,14,4,8,52
2004-06-14 04:08:52,76,422,2004,6,14,4,8,52
2004-06-14 04:08:52,105,422,2004,6,14,4,8,52
2004-06-14 04:08:52,171,422,2004,6,14,4,8,52
2004-06-14 04:08:52,168,422,2004,6,14,4,8,52
2004-06-14 04:08:52,348,422,2004,6,14,4,8,52
2004-06-14 04:08:52,104,422,2004,6,14,4,8,52
2004-06-14 04:08:52,395,422,2004,6,14,4,8,52
2004-06-14 04:08:52,167,422,2004,6,14,4,8,52
2004-06-14 04:08:52,252,422,2004,6,14,4,8,52
2004-06-14 04:08:52,88,422,2004,6,14,4,8,52
2004-06-14 04:08:52,103,422,2004,6,14,4,8,52
2004-06-14 04:08:52,161,422,2004,6,14,4,8,52
2004-06-14 04:08:52,18,422,2004,6,14,4,8,52
2004-06-14 04:08:52,10,422,2004,6,14,4,8,52
2004-06-14 04:08:52,141,422,2004,6,14,4,8,52
2004-06-14 04:08:52,190,422,2004,6,14,4,8,52
2004-06-14 04:08:52,26,422,2004,6,14,4,8,52
2004-06-14 04:08:52,152,422,2004,6,14,4,8,52
2004-06-14 04:08:52,270,422,2004,6,14,4,8,52
2004-06-14 04:08:52,13,422,2004,6,14,4,8,52
2004-06-14 04:08:52,17,422,2004,6,14,4,8,52
2004-06-14 04:08:52,9,422,2004,6,14,4,8,52
2004-06-14 04:08:52,263,422,2004,6,14,4,8,52
2004-06-14 04:08:52,125,422,2004,6,14,4,8,52
2004-06-14 04:08:52,101,422,2004,6,14,4,8,52
2004-06-14 04:08:52,89,422,2004,6,14,4,8,52
2004-06-14 04:08:52,54,422,2004,6,14,4,8,52
2004-06-14 04:08:52,238,819,2004,6,14,4,8,52
2004-06-14 04:08:52,40,88,2004,6,14,4,8,52
2004-06-14 04:08:52,482,88,2004,6,14,4,8,52
2004-06-14 04:08:52,68,88,2004,6,14,4,8,52
2004-06-14 04:08:52,340,88,2004,6,14,4,8,52
2004-06-14 04:08:52,187,88,2004,6,14,4,8,52
2004-06-14 04:08:52,393,88,2004,6,14,4,8,52
2004-06-14 04:08:52,325,88,2004,6,14,4,8,52
2004-06-14 04:08:52,735,88,2004,6,14,4,8,52
2004-06-14 04:08:52,50,88,2004,6,14,4,8,52
2004-06-14 04:08:52,254,88,2004,6,14,4,8,52
2004-06-14 04:08:52,521,88,2004,6,14,4,8,52
2004-06-14 04:08:52,488,88,2004,6,14,4,8,52
2004-06-14 04:08:52,152,88,2004,6,14,4,8,52
2004-06-14 04:08:52,566,88,2004,6,14,4,8,52
2004-06-14 04:08:52,192,88,2004,6,14,4,8,52
2004-06-14 04:08:52,202,88,2004,6,14,4,8,52
2004-06-14 04:08:52,213,88,2004,6,14,4,8,52
2004-06-14 04:08:52,82,88,2004,6,14,4,8,52
2004-06-14 04:08:52,335,88,2004,6,14,4,8,52
2004-06-14 04:08:52,112,88,2004,6,14,4,8,52
2004-06-14 04:08:52,489,88,2004,6,14,4,8,52
2004-06-14 04:08:52,114,88,2004,6,14,4,8,52
2004-06-14 04:08:52,30,88,2004,6,14,4,8,52
2004-06-14 04:08:52,87,88,2004,6,14,4,8,52
2004-06-14 04:08:52,526,88,2004,6,14,4,8,52
2004-06-14 04:08:52,344,88,2004,6,14,4,8,52
2004-06-14 04:08:52,209,88,2004,6,14,4,8,52
2004-06-14 04:08:52,494,88,2004,6,14,4,8,52
2004-06-14 04:08:52,397,88,2004,6,14,4,8,52
2004-06-14 04:08:52,691,88,2004,6,14,4,8,52
2004-06-14 04:08:52,80,88,2004,6,14,4,8,52
2004-06-14 04:08:52,23,88,2004,6,14,4,8,52
2004-06-14 04:08:52,39,538,2004,6,14,4,8,52
2004-06-14 04:08:52,238,723,2004,6,14,4,8,52
2004-06-14 04:08:52,161,114,2004,6,14,4,8,52
2004-06-14 04:08:52,488,202,2004,6,14,4,8,52
2004-06-14 04:08:52,68,202,2004,6,14,4,8,52
2004-06-14 04:08:52,7,202,2004,6,14,4,8,52
2004-06-14 04:08:52,95,202,2004,6,14,4,8,52
2004-06-14 04:08:52,85,202,2004,6,14,4,8,52
2004-06-14 04:08:52,111,202,2004,6,14,4,8,52
2004-06-14 04:08:52,131,202,2004,6,14,4,8,52
2004-06-14 04:08:52,375,202,2004,6,14,4,8,52
2004-06-14 04:08:52,188,202,2004,6,14,4,8,52
2004-06-14 04:08:52,26,202,2004,6,14,4,8,52
2004-06-14 04:08:52,62,202,2004,6,14,4,8,52
2004-06-14 04:08:52,59,202,2004,6,14,4,8,52
2004-06-14 04:08:52,109,202,2004,6,14,4,8,52
2004-06-14 04:08:52,455,202,2004,6,14,4,8,52
2004-06-14 04:08:52,84,202,2004,6,14,4,8,52
2004-06-14 04:08:52,409,202,2004,6,14,4,8,52
2004-06-14 04:08:52,89,202,2004,6,14,4,8,52
2004-06-14 04:08:52,48,202,2004,6,14,4,8,52
2004-06-14 04:08:52,91,202,2004,6,14,4,8,52
2004-06-14 04:08:52,74,202,2004,6,14,4,8,52
2004-06-14 04:08:52,93,202,2004,6,14,4,8,52
2004-06-14 04:08:52,347,202,2004,6,14,4,8,52
2004-06-14 04:08:52,326,202,2004,6,14,4,8,52
2004-06-14 04:08:52,23,202,2004,6,14,4,8,52
2004-06-14 04:08:52,24,202,2004,6,14,4,8,52
2004-06-14 04:08:52,255,202,2004,6,14,4,8,52
2004-06-14 04:08:52,263,202,2004,6,14,4,8,52
2004-06-14 04:08:52,497,202,2004,6,14,4,8,52
2004-06-14 04:08:52,101,202,2004,6,14,4,8,52
2004-06-14 04:08:52,130,202,2004,6,14,4,8,52
2004-06-14 04:08:52,67,202,2004,6,14,4,8,52
2004-06-14 04:08:52,161,202,2004,6,14,4,8,52
2004-06-14 04:08:52,126,202,2004,6,14,4,8,52
2004-06-14 04:08:52,356,348,2004,6,14,4,8,52
2004-06-14 04:08:52,59,348,2004,6,14,4,8,52
2004-06-14 04:08:52,462,348,2004,6,14,4,8,52
2004-06-14 04:08:52,885,348,2004,6,14,4,8,52
2004-06-14 04:08:52,57,348,2004,6,14,4,8,52
2004-06-14 04:08:52,181,348,2004,6,14,4,8,52
2004-06-14 04:08:52,396,348,2004,6,14,4,8,52
2004-06-14 04:08:52,845,348,2004,6,14,4,8,52
2004-06-14 04:08:52,805,348,2004,6,14,4,8,52
2004-06-14 04:08:52,76,348,2004,6,14,4,8,52
2004-06-14 04:08:52,539,348,2004,6,14,4,8,52
2004-06-14 04:08:52,496,348,2004,6,14,4,8,52
2004-06-14 04:08:52,489,348,2004,6,14,4,8,52
2004-06-14 04:08:52,824,348,2004,6,14,4,8,52
2004-06-14 04:08:52,362,348,2004,6,14,4,8,52
2004-06-14 04:08:52,223,348,2004,6,14,4,8,52
2004-06-14 04:08:52,213,348,2004,6,14,4,8,52
2004-06-14 04:08:52,87,348,2004,6,14,4,8,52
2004-06-14 04:08:52,694,348,2004,6,14,4,8,52
2004-06-14 04:08:52,622,348,2004,6,14,4,8,52
2004-06-14 04:08:52,24,348,2004,6,14,4,8,52
2004-06-14 04:08:52,290,341,2004,6,14,4,8,52
2004-06-14 04:08:52,567,341,2004,6,14,4,8,52
2004-06-14 04:08:52,887,341,2004,6,14,4,8,52
2004-06-14 04:08:52,305,341,2004,6,14,4,8,52
2004-06-14 04:08:52,28,341,2004,6,14,4,8,52
2004-06-14 04:08:52,67,341,2004,6,14,4,8,52
2004-06-14 04:08:52,649,341,2004,6,14,4,8,52
2004-06-14 04:08:52,455,341,2004,6,14,4,8,52
2004-06-14 04:08:52,357,341,2004,6,14,4,8,52
2004-06-14 04:08:52,655,341,2004,6,14,4,8,52
2004-06-14 04:08:52,461,341,2004,6,14,4,8,52
2004-06-14 04:08:52,145,182,2004,6,14,4,8,52
2004-06-14 04:08:52,35,182,2004,6,14,4,8,52
2004-06-14 04:08:52,5,182,2004,6,14,4,8,52
2004-06-14 04:08:52,433,182,2004,6,14,4,8,52
2004-06-14 04:08:52,504,182,2004,6,14,4,8,52
2004-06-14 04:08:52,51,182,2004,6,14,4,8,52
2004-06-14 04:08:52,419,182,2004,6,14,4,8,52
2004-06-14 04:08:52,395,182,2004,6,14,4,8,52
2004-06-14 04:08:52,76,182,2004,6,14,4,8,52
2004-06-14 04:08:52,189,182,2004,6,14,4,8,52
2004-06-14 04:08:52,226,182,2004,6,14,4,8,52
2004-06-14 04:08:52,175,182,2004,6,14,4,8,52
2004-06-14 04:08:52,199,182,2004,6,14,4,8,52
2004-06-14 04:08:52,193,182,2004,6,14,4,8,52
2004-06-14 04:08:52,307,182,2004,6,14,4,8,52
2004-06-14 04:08:52,111,182,2004,6,14,4,8,52
2004-06-14 04:08:52,252,182,2004,6,14,4,8,52
2004-06-14 04:08:52,110,182,2004,6,14,4,8,52
2004-06-14 04:08:52,442,182,2004,6,14,4,8,52
2004-06-14 04:08:52,13,182,2004,6,14,4,8,52
2004-06-14 04:08:52,33,182,2004,6,14,4,8,52
2004-06-14 04:08:52,107,182,2004,6,14,4,8,52
2004-06-14 04:08:52,138,182,2004,6,14,4,8,52
2004-06-14 04:08:52,428,182,2004,6,14,4,8,52
2004-06-14 04:08:52,125,182,2004,6,14,4,8,52
2004-06-14 04:08:52,189,274,2004,6,14,4,8,52
2004-06-14 04:08:52,171,274,2004,6,14,4,8,52
2004-06-14 04:08:52,10,274,2004,6,14,4,8,52
2004-06-14 04:08:52,7,274,2004,6,14,4,8,52
2004-06-14 04:08:52,63,274,2004,6,14,4,8,52
2004-06-14 04:08:52,300,274,2004,6,14,4,8,52
2004-06-14 04:08:52,30,274,2004,6,14,4,8,52
2004-06-14 04:08:52,80,274,2004,6,14,4,8,52
2004-06-14 04:08:52,13,274,2004,6,14,4,8,52
2004-06-14 04:08:52,43,274,2004,6,14,4,8,52
2004-06-14 04:08:52,13,15,2004,6,14,4,8,52
2004-06-14 04:08:52,7,15,2004,6,14,4,8,52
2004-06-14 04:08:52,6,15,2004,6,14,4,8,52
2004-06-14 04:08:52,43,15,2004,6,14,4,8,52
2004-06-14 04:08:52,61,264,2004,6,14,4,8,52
2004-06-14 04:08:52,86,264,2004,6,14,4,8,52
2004-06-14 04:08:52,69,92,2004,6,14,4,8,52
2004-06-14 04:08:52,112,92,2004,6,14,4,8,52
2004-06-14 04:08:52,313,92,2004,6,14,4,8,52
2004-06-14 04:08:52,252,92,2004,6,14,4,8,52
2004-06-14 04:08:52,78,92,2004,6,14,4,8,52
2004-06-14 04:08:52,4,92,2004,6,14,4,8,52
2004-06-14 04:08:52,13,92,2004,6,14,4,8,52
2004-06-14 04:08:52,207,92,2004,6,14,4,8,52
2004-06-14 04:08:52,33,92,2004,6,14,4,8,52
2004-06-14 04:08:52,44,92,2004,6,14,4,8,52
2004-06-14 04:08:52,113,92,2004,6,14,4,8,52
2004-06-14 04:08:52,82,92,2004,6,14,4,8,52
2004-06-14 04:08:52,14,92,2004,6,14,4,8,52
2004-06-14 04:08:52,54,105,2004,6,14,4,8,52
2004-06-14 04:08:52,7,105,2004,6,14,4,8,52
2004-06-14 04:08:52,39,105,2004,6,14,4,8,52
2004-06-14 04:08:52,270,458,2004,6,14,4,8,52
2004-06-14 04:08:52,364,458,2004,6,14,4,8,52
2004-06-14 04:08:52,54,458,2004,6,14,4,8,52
2004-06-14 04:08:52,66,458,2004,6,14,4,8,52
2004-06-14 04:08:52,84,786,2004,6,14,4,8,52
2004-06-14 04:08:52,364,786,2004,6,14,4,8,52
2004-06-14 04:08:52,85,786,2004,6,14,4,8,52
2004-06-14 04:08:52,26,732,2004,6,14,4,8,52
2004-06-14 04:08:52,388,732,2004,6,14,4,8,52
2004-06-14 04:08:52,5,732,2004,6,14,4,8,52
2004-06-14 04:08:52,131,732,2004,6,14,4,8,52
2004-06-14 04:08:52,145,732,2004,6,14,4,8,52
2004-06-14 04:08:52,340,704,2004,6,14,4,8,52
2004-06-14 04:08:52,361,335,2004,6,14,4,8,52
2004-06-14 04:08:52,398,335,2004,6,14,4,8,52
2004-06-14 04:08:52,154,335,2004,6,14,4,8,52
2004-06-14 04:08:52,403,335,2004,6,14,4,8,52
2004-06-14 04:08:52,518,335,2004,6,14,4,8,52
2004-06-14 04:08:52,277,335,2004,6,14,4,8,52
2004-06-14 04:08:52,213,335,2004,6,14,4,8,52
2004-06-14 04:08:52,167,335,2004,6,14,4,8,52
2004-06-14 04:08:52,412,335,2004,6,14,4,8,52
2004-06-14 04:08:52,227,335,2004,6,14,4,8,52
2004-06-14 04:08:52,138,335,2004,6,14,4,8,52
2004-06-14 04:08:52,480,335,2004,6,14,4,8,52
2004-06-14 04:08:52,425,335,2004,6,14,4,8,52
2004-06-14 04:08:52,587,335,2004,6,14,4,8,52
2004-06-14 04:08:52,67,335,2004,6,14,4,8,52
2004-06-14 04:08:52,749,437,2004,6,14,4,8,52
2004-06-14 04:08:52,395,437,2004,6,14,4,8,52
2004-06-14 04:08:52,115,437,2004,6,14,4,8,52
2004-06-14 04:08:52,65,437,2004,6,14,4,8,52
2004-06-14 04:08:52,897,437,2004,6,14,4,8,52
2004-06-14 04:08:52,71,437,2004,6,14,4,8,52
2004-06-14 04:08:52,632,437,2004,6,14,4,8,52
2004-06-14 04:08:52,622,437,2004,6,14,4,8,52
2004-06-14 04:08:52,76,446,2004,6,14,4,8,52
2004-06-14 04:08:52,76,47,2004,6,14,4,8,52
2004-06-14 04:08:52,61,47,2004,6,14,4,8,52
2004-06-14 04:08:52,210,191,2004,6,14,4,8,52
2004-06-14 04:08:52,80,191,2004,6,14,4,8,52
2004-06-14 04:08:52,5,32,2004,6,14,4,8,52
2004-06-14 04:08:52,8,133,2004,6,14,4,8,52
2004-06-14 04:08:52,74,133,2004,6,14,4,8,52
2004-06-14 04:08:52,52,133,2004,6,14,4,8,52
2004-06-14 04:08:52,450,133,2004,6,14,4,8,52
2004-06-14 04:08:52,75,133,2004,6,14,4,8,52
2004-06-14 04:08:52,98,153,2004,6,14,4,8,52
2004-06-14 04:08:52,497,153,2004,6,14,4,8,52
2004-06-14 04:08:52,541,153,2004,6,14,4,8,52
2004-06-14 04:08:52,746,153,2004,6,14,4,8,52
2004-06-14 04:08:52,462,153,2004,6,14,4,8,52
2004-06-14 04:08:52,568,153,2004,6,14,4,8,52
2004-06-14 04:08:52,213,153,2004,6,14,4,8,52
2004-06-14 04:08:52,805,153,2004,6,14,4,8,52
2004-06-14 04:08:52,221,153,2004,6,14,4,8,52
2004-06-14 04:08:52,485,153,2004,6,14,4,8,52
2004-06-14 04:08:52,513,153,2004,6,14,4,8,52
2004-06-14 04:08:52,65,153,2004,6,14,4,8,52
2004-06-14 04:08:52,273,153,2004,6,14,4,8,52
2004-06-14 04:08:52,34,153,2004,6,14,4,8,52
2004-06-14 04:08:52,396,153,2004,6,14,4,8,52
2004-06-14 04:08:52,81,153,2004,6,14,4,8,52
2004-06-14 04:08:52,56,153,2004,6,14,4,8,52
2004-06-14 04:08:52,687,153,2004,6,14,4,8,52
2004-06-14 04:08:52,539,153,2004,6,14,4,8,52
2004-06-14 04:08:52,381,153,2004,6,14,4,8,52
2004-06-14 04:08:52,318,153,2004,6,14,4,8,52
2004-06-14 04:08:52,95,153,2004,6,14,4,8,52
2004-06-14 04:08:52,29,153,2004,6,14,4,8,52
2004-06-14 04:08:52,489,153,2004,6,14,4,8,52
2004-06-14 04:08:52,546,153,2004,6,14,4,8,52
2004-06-14 04:08:52,602,153,2004,6,14,4,8,52
2004-06-14 04:08:52,509,153,2004,6,14,4,8,52
2004-06-14 04:08:52,271,153,2004,6,14,4,8,52
2004-06-14 04:08:52,132,153,2004,6,14,4,8,52
2004-06-14 04:08:52,702,153,2004,6,14,4,8,52
2004-06-14 04:08:52,569,153,2004,6,14,4,8,52
2004-06-14 04:08:52,447,153,2004,6,14,4,8,52
2004-06-14 04:08:52,487,153,2004,6,14,4,8,52
2004-06-14 04:08:52,225,153,2004,6,14,4,8,52
2004-06-14 04:08:52,195,153,2004,6,14,4,8,52
2004-06-14 04:08:52,18,385,2004,6,14,4,8,52
2004-06-14 04:08:52,268,385,2004,6,14,4,8,52
2004-06-14 04:08:52,252,385,2004,6,14,4,8,52
2004-06-14 04:08:52,350,385,2004,6,14,4,8,52
2004-06-14 04:08:52,454,385,2004,6,14,4,8,52
2004-06-14 04:08:52,312,385,2004,6,14,4,8,52
2004-06-14 04:08:52,204,385,2004,6,14,4,8,52
2004-06-14 04:08:52,17,385,2004,6,14,4,8,52
2004-06-14 04:08:52,346,385,2004,6,14,4,8,52
2004-06-14 04:08:52,99,385,2004,6,14,4,8,52
2004-06-14 04:08:52,500,385,2004,6,14,4,8,52
2004-06-14 04:08:52,269,385,2004,6,14,4,8,52
2004-06-14 04:08:52,270,385,2004,6,14,4,8,52
2004-06-14 04:08:52,440,385,2004,6,14,4,8,52
2004-06-14 04:08:52,360,385,2004,6,14,4,8,52
2004-06-14 04:08:52,288,385,2004,6,14,4,8,52
2004-06-14 04:08:52,336,385,2004,6,14,4,8,52
2004-06-14 04:08:52,476,385,2004,6,14,4,8,52
2004-06-14 04:08:52,28,385,2004,6,14,4,8,52
2004-06-14 04:08:52,124,304,2004,6,14,4,8,52
2004-06-14 04:08:52,315,304,2004,6,14,4,8,52
2004-06-14 04:08:52,113,304,2004,6,14,4,8,52
